zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,fax,trailingPegRatio,address2
11747,Healthcare,21000.0,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates in two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",Melville,631 843 5500,NY,United States,[],https://www.henryschein.com,1.0,135 Duryea Road,Medical Distribution,0.08309,0.051209997,0.29033002,782788992.0,0.119,0.06692,1016691008,72.0,hold,2814343000.0,477427008,84.0,87.26,0.162,1.7,0.06306,11.0,85.91,23.782,0.14878,98.0,119133000.0,1122107008.0,12236224512.0,0.859,USD,86.729,0.726,2.6,NMS,"Henry Schein, Inc.","Henry Schein, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,HSIC,,,finmb_339447,fb438f27-8a30-30bb-b14a-d6711f450eda,us_market,,1.083,,13.04,,,4.64,,138674000.0,,,,24.854,3959550.0,0.0286,,1608940800.0,0.98162,625920000.0,4.393,,,3.5109038,0.013099999,1672012800.0,,1632528000.0,4.86,1636934400.0,136651152.0,0.790649,13257288704.0,2.0,,1549584000,1275:1000,,,,0.145,0.98892385,1639526400.0,1.04,,18.806036,,0.0323,4135669.0,,,,86.75,86.56,77.63935,,0.0,,87.365,,1178630.0,86.75,80.4324,,86.56,,1178630.0,,,,,,,85.66,USD,19.863419,1780396.0,,,,12100694016.0,,,1011050.0,85.66,90.17,800.0,1780396.0,88.62,,,64.98,87.31,False,,800.0,87.365,87.26,,https://logo.clearbit.com/henryschein.com,,,
01752,Healthcare,6705.0,"Hologic, Inc. develops, manufactures, and supplies diagnostics products, medical imaging systems, and surgical products for women's health through early detection and treatment in the United States, Europe, the Asia-Pacific, and internationally. It operates through four segments: Diagnostics, Breast Health, GYN Surgical, and Skeletal Health. The company provides Aptima molecular diagnostic assays to detect the infectious microorganisms; Aptima viral load tests for HIV, Hepatitis C, and Hepatitis B; Aptima SARS-CoV-2 and Panther Fusion SARS-CoV-2 assays for the detection of SARS-CoV-2; ThinPrep System for use in cytology applications; Rapid Fetal Fibronectin Test that assists physicians in assessing the risk of pre-term birth; and various diagnostic tests for the detection of Group B Streptococcus. It also offers breast imaging and analytics, such as 2D and 3D digital mammography systems and reading workstations, minimally invasive breast biopsy guidance systems and devices, breast biopsy site markers and localization, specimen radiology, and ultrasound and connectivity solutions; and breast conserving surgery products. In addition, the company provides NovaSure Endometrial Ablation System for the treatment of abnormal uterine bleeding; MyoSure Hysteroscopic Tissue Removal System for the removal of fibroids, polyps, and other pathology within the uterus; and Fluent Fluid Management System that provides liquid distention during diagnostic and operative hysteroscopic procedures. Further, it offers Horizon DXA, a dual energy X-ray system; and the Fluoroscan Insight FD mini C-arm to perform minimally invasive orthopedic surgical procedures. The company sells its products through direct sales and service forces, and independent distributors and sales representatives. Hologic, Inc. was incorporated in 1985 and is headquartered in Marlborough, Massachusetts.",Marlborough,508 263 2900,MA,United States,[],https://www.hologic.com,1.0,250 Campus Drive,Medical Instruments & Supplies,0.48296002,0.31242,0.70882004,2244600064.0,-0.086,0.40613,2653199872,76.0,buy,4074800000.0,1383537536,85.0,74.91,-0.22,2.742,0.16565001,10.0,85.3,68.622,0.44054002,95.0,1420800000.0,3101100032.0,5493600256.0,5.684,USD,21.479,1.874,1.9,NMS,"Hologic, Inc.","Hologic, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,HOLX,,,finmb_108544,1ee39b1d-2fdb-3e89-8451-1d8ac5dfb834,us_market,,3.566,,7.384,,,3.87,,251420992.0,,,,16.631,3002298.0,0.012,,1632528000.0,0.97225,1716300032.0,7.21,,,4.504239,0.00709,1695600000.0,,1640390400.0,1.58,1642118400.0,247994242.0,1.110728,19591661568.0,2.0,,1207180800,2:1,,,,-0.237,3.428343,1644883200.0,4.98,,19.35659,,0.0165,3619009.0,,,,73.9,74.08,72.43315,,0.0,,75.0,,1501550.0,73.9,71.2128,,74.08,,1501550.0,,,,,,,73.56,USD,10.389737,2797022.0,,,,18833946624.0,,,1657258.0,73.56,76.0,800.0,2797022.0,81.04,,,60.1,75.04,False,,1800.0,75.0,74.91,,https://logo.clearbit.com/hologic.com,,,
20817,Real Estate,163.0,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 74 properties in the United States and five properties internationally totaling approximately 46,100 rooms. The Company also holds non-controlling interests in six domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as MarriottÂ®, Ritz-CarltonÂ®, WestinÂ®, SheratonÂ®, WÂ®, St. RegisÂ®, The Luxury CollectionÂ®, HyattÂ®, FairmontÂ®, HiltonÂ®, SwissÃ´telÂ®, ibisÂ® and NovotelÂ®, as well as independent brands. For additional information, please visit the Company's website at www.hosthotels.com.",Bethesda,240-744-1000,MD,United States,[],https://www.hosthotels.com,1.0,4747 Bethesda Avenue,REIT—Hotel & Motel,0.09448,-0.18028,0.13738,-65000000.0,3.383,-0.21223,207000000,17.0,buy,-164000000.0,78500000,19.0,19.03,,10.773,-0.02254,18.0,19.42,97.95,-0.06283,22.0,1038000000.0,6117000192.0,2191000064.0,1.454,USD,3.094,8.562,2.4,NMS,Host Hotels,"Host Hotels & Resorts, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,HST,,,finmb_29574,e9caf392-2759-31bf-b3f4-60147609aafa,us_market,,8.211,,86.915,,,0.26,,714035008.0,,,,8.573,43042305.0,0.060300004,,1609372800.0,1.05876,-395000000.0,-0.56,,,2.2197597,0.012,1672444800.0,,1632960000.0,5.0,1636934400.0,706259473.0,1.342857,17991372800.0,2.0,,1257292800,10215:10000,,,,,6.2017736,1639526400.0,-1.26,,73.192314,,0.083000004,58611933.0,,,,18.84,18.73,17.0012,0,0.0,,19.1,,8864930.0,18.84,17.8958,0,18.73,,8864930.0,,,,1585526400,,,18.52,USD,,9775739.0,,,,13588086784.0,,,8297687.0,18.52,19.24,1300.0,9775739.0,19.75,,,14.67,18.91,False,,3200.0,19.1,19.03,,https://logo.clearbit.com/hosthotels.com,,,Suite 1300
43287,Financial Services,18442.0,"Huntington Bancshares Incorporated is a $174 billion asset regional bank holding company headquartered in Columbus, Ohio. Founded in 1866, The Huntington National Bank and its affiliates provide consumers, small and middle-market businesses, corporations, municipalities, and other organizations with a comprehensive suite of banking, payments, wealth management, and risk management products and services. Huntington operates more than 1,100 branches in 12 states, with certain businesses operating in extended geographies. Visit Huntington.com for more information.",Columbus,614 480 2265,OH,United States,[],https://www.huntington.com,1.0,Huntington Center,Banks—Regional,0.0,0.21768999,0.0,2062000000.0,0.512,0.28365,,16.0,buy,5958000000.0,,17.75,15.12,-0.027,,0.00873,16.0,17.78,,0.08028,20.0,6578999808.0,8001999872.0,5958000128.0,4.575,USD,4.719,,2.4,NMS,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,America/New_York,EDT,True,-14400000,,EQUITY,HBAN,,,finmb_278614,518d4502-4a9e-3dc9-96e4-93adc53cb04f,us_market,,4.217,,,,,1.39,,1446460032.0,,,,11.899,28158678.0,0.0196,,1640908800.0,0.81451,1155000064.0,0.892,,,1.270695,0.00849,1703980800.0,,1640908800.0,1.84,1640908800.0,1427604553.0,1.265539,25124800512.0,2.0,,963360000,11:10,,,,0.275,3.742035,1643587200.0,-7.13,,10.877698,,0.0214,23713100.0,,,,15.19,15.09,15.2932,0.039499674,0.6722,,15.22,,13593340.0,15.19,15.721,0.6,15.09,,13593340.0,,,0.62,1647475200,,,14.825,USD,16.950672,21424659.0,,,,22295044096.0,,,12731246.0,14.825,15.34,34100.0,21424659.0,17.79,,3.82,13.01,15.08,False,0.0414,42300.0,15.22,15.12,,https://logo.clearbit.com/huntington.com,614 480 5284,,41 South High Street
04092,Healthcare,10350.0,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide. The company operates through CAG; Water Quality Products; LPD; and Other segments. It provides point-of-care veterinary diagnostic products, including instruments, consumables, and rapid assay test kits; veterinary reference laboratory diagnostic and consulting services; practice management and diagnostic imaging systems and services for veterinarians; and health monitoring, biological materials testing, and laboratory animal diagnostic instruments and services for biomedical research community. The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers and SARS-CoV-2 RT-PCR that are used in the human point-of-care medical diagnostics market; in-clinic chemistry, blood and urine chemistry, hematology, and SediVue Dx analyzers; SNAP rapid assays test kits. In addition, it provides Colilert, Colilert-18, and Colisure tests, which detect the presence of total coliforms and E. coli in water; Enterolert, Pseudalert, Filta-Max and Filta-Max xpress, Legiolert, and Quanti-Tray products; veterinary software and services for independent veterinary clinics and corporate groups. The company markets its products through marketing, customer service, sales, and technical service groups, as well as through independent distributors and other resellers. IDEXX Laboratories, Inc. was incorporated in 1983 and is headquartered in Westbrook, Maine.",Westbrook,207 556 0300,ME,United States,[],https://www.idexx.com,1.0,One IDEXX Drive,Diagnostics & Research,0.3224,0.23165001,0.58763003,755545984.0,0.111,0.28987,1036624000,630.0,buy,1889432000.0,534410496,712.5,542.46,-0.061,1.252,0.24622,6.0,706.17,149.425,1.1261699,750.0,144454000.0,1031022976.0,3215360000.0,1.715,USD,37.739,0.747,2.1,NMS,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,IDXX,,,finmb_29729,f576b05b-2a7f-3f70-9980-7b0489373c04,us_market,,13.83,,42.896,,,9.41,,84793600.0,,,,8.892,773031.0,0.0092,,1640908800.0,0.87417,744844992.0,8.718,,,61.005398,0.00944,1703980800.0,,1640908800.0,1.28,1642118400.0,83389744.0,1.002952,44466933760.0,2.0,,1434412800,2:1,,,,-0.069,14.30544,1644883200.0,3.16,,57.647186,,0.0104,724731.0,,,,527.09,527.04,611.3247,,0.0,,546.85,,491340.0,527.09,517.985,,527.04,,491340.0,,,,,,,522.26,USD,62.22299,686520.0,,,,45997137920.0,,,505203.0,522.26,544.12,1100.0,686520.0,706.95,,,460.36,523.0,False,,900.0,546.85,542.46,,https://logo.clearbit.com/idexx.com,207 556 4346,,
92122,Healthcare,7800.0,"Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. It has collaboration agreements with Geneseeq Technology Inc. to develop comprehensive in-vitro diagnostic (IVD) NGS testing kits for cancer; LetsGetChecked to track COVID-19 variants in California; and Merck & Co., Inc. to develop and commercialize tests that identify genetic mutations used in the assessment of homologous recombination deficiency. The company was incorporated in 1998 and is headquartered in San Diego, California.",San Diego,858 202 4500,CA,United States,[],https://www.illumina.com,1.0,5200 Illumina Way,Diagnostics & Research,0.21448,0.21192,0.7021,669000000.0,0.395,0.16495001,918000000,325.0,hold,2231000000.0,1485250048,423.5,346.11,0.719,2.682,0.03928,16.0,436.19,23.95,0.11862001,570.0,1264999936.0,2536999936.0,4280000000.0,8.093,USD,28.968,2.045,2.8,NMS,"Illumina, Inc.","Illumina, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ILMN,,,finmb_29753,c76f8ba3-209c-315d-a776-1d132bd357c6,us_market,,13.895,,64.784,,,4.03,,156300000.0,,,,67.471,1707697.0,0.0109,,1609632000.0,0.8787,907000000.0,6.109,,,5.1297593,0.00329,1672704000.0,,1633219200.0,1.62,1636934400.0,155652918.0,0.894545,59471867904.0,2.0,,1222128000,2:1,,,,0.771,12.639483,1639526400.0,12.09,,85.88337,,0.0125,1726403.0,,,,338.26,335.95,411.1917,,0.0,,346.64,,871420.0,338.26,345.593,,335.95,,871420.0,,,,,,,335.77,USD,56.65575,1366509.0,,,,54096990208.0,,,968429.0,335.77,347.99,800.0,1366509.0,526.0,,,302.79,347.12,False,,800.0,346.64,346.11,,https://logo.clearbit.com/illumina.com,858 202 4545,,
19803,Healthcare,1773.0,"Incyte Corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of proprietary therapeutics in the United States and internationally. The company offers JAKAFI, a drug for the treatment of myelofibrosis and polycythemia vera cancers; PEMAZYRE, a fibroblast growth factor receptor kinase inhibitor for the treatment of adults; and ICLUSIG, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome positive acute lymphoblastic leukemia. Its clinical stage products include ruxolitinib, a drug that is in Phase III clinical trial for steroid-refractory chronic graft-versus-host-diseases (GVHD); itacitinib, which is in Phase III clinical trial to treat naÃ¯ve chronic GVHD; and pemigatinib that is in Phase II clinical trial for treating bladder cancer, cholangiocarcinoma, 8p11 myeloproliferative syndrome, and Tumor agnostic. In addition, the company engages in developing Parsaclisib, which is in Phase II clinical trial for follicular lymphoma, marginal zone lymphoma, and mantel cell lymphoma. Additionally, the company develops Retifanlimab that is in Phase II clinical trials for MSI-high endometrial cancer, merkel cell carcinoma, and anal cancer, as well as in Phase II clinical trials for patients with non-small cell lung cancer. It has collaboration agreements with Novartis International Pharmaceutical Ltd.; Eli Lilly and Company; Agenus Inc.; Calithera Biosciences, Inc; MacroGenics, Inc.; Merus N.V.; Syros Pharmaceuticals, Inc.; Innovent Biologics, Inc.; Zai Lab Limited; Cellenkos, Inc.; and Nimble Therapeutics, as well as clinical collaborations with MorphoSys AG and Xencor, Inc. to investigate the combination of tafasitamab, plamotamab, and lenalidomide in patients with relapsed or refractory diffuse large B-cell lymphoma, and relapsed or refractory follicular lymphoma. The company was incorporated in 1991 and is headquartered in Wilmington, Delaware.",Wilmington,302 498 6700,DE,United States,[],https://www.incyte.com,1.0,1801 Augustine Cut-Off,Biotechnology,0.24486999,0.18351999,0.45874,741457984.0,0.31,0.22474001,713297984,66.0,buy,276631000.0,387478752,92.5,75.2,,3.937,0.10902,16.0,92.25,1.86,0.19301,136.0,2284075008.0,58576000.0,2912922880.0,10.34,USD,13.241,3.771,2.1,NMS,Incyte Corporation,Incyte Corporation,America/New_York,EDT,True,-14400000,,EQUITY,INCY,,,finmb_332954,72960770-e83b-3ec3-92c6-dbd8ced339a4,us_market,,4.681,,19.118,,,4.38,,220891008.0,,,,14.255,4561847.0,0.0207,,1609372800.0,0.93845004,534580000.0,2.412,,,5.2753415,0.01513,1672444800.0,,1632960000.0,1.92,1636934400.0,185625431.0,0.71948,13636656128.0,2.0,,967766400,2:1,,,,,5.702521,1639526400.0,1.37,,17.16895,,0.0294,5480942.0,,,,74.35,74.35,72.94645,,0.0,,75.38,,1582400.0,74.35,71.7462,,74.35,,1582400.0,,,,,,,73.77,USD,31.177446,2721521.0,,,,16611003392.0,,,1812266.0,73.77,75.39,800.0,2721521.0,88.26,,,61.91,74.76,False,,900.0,75.38,75.2,,https://logo.clearbit.com/incyte.com,,,
95054-1549,Technology,121100.0,"Intel Corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. The company operates through CCG, DCG, IOTG, Mobileye, NSG, PSG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. The company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. In addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. The company serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was incorporated in 1968 and is headquartered in Santa Clara, California.",Santa Clara,408 765 8080,CA,United States,[],https://www.intel.com,1.0,2200 Mission College Boulevard,Semiconductors,0.42865002,0.25142,0.55445,29991000064.0,0.028,0.27943,33873999872,40.0,hold,43815000000.0,1480125056,55.0,47.45,-0.209,2.102,0.08586001,40.0,55.02,40.508,0.22522,80.0,28412999680.0,38641000448.0,79023996928.0,6.978,USD,19.469,1.38,2.9,NMS,Intel Corporation,Intel Corporation,America/New_York,EDT,True,-14400000,,EQUITY,INTC,,,finmb_21127,fc39dab3-4bbe-3356-80d3-0933db783ba0,us_market,,2.584,,6.028,,,3.7,,4067000064.0,,,,22.151,57183394.0,0.0139999995,,1640390400.0,0.64962995,19868000256.0,5.158,,,2.1421156,0.0007,1703462400.0,,1640390400.0,1.32,1640908800.0,4067398640.0,0.535554,204177358848.0,2.0,,965001600,2:1,,,,-0.211,2.4420323,1643587200.0,3.18,,12.824325,,0.0139999995,68630757.0,,,,47.14,46.82,52.2081,0.029126009,0.286,,47.6,,37228110.0,47.14,49.2106,1.373,46.82,,37228110.0,,,1.46,1643932800,,,46.35,USD,9.199303,46237117.0,,,,192979156992.0,,,38626362.0,46.35,47.5,1800.0,46237117.0,68.49,,2.48,43.63,47.4,False,0.0307,2900.0,47.6,47.45,,https://logo.clearbit.com/intel.com,,,
94043,Technology,13500.0,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in four segments: Small Business & Self-Employed, Consumer, Credit Karma, and ProConnect. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; QuickBooks Commerce, a solution for product-based businesses; QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; and payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, Apple Pay, and ACH payment services; QuickBooks Cash business bank account; and financial supplies and financing for small businesses. The Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The Credit Karma segment offers consumers with a personal finance platform that provides personalized recommendations of home, auto, and personal loans, as well as credit cards and insurance products. The ProConnect segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. The company was founded in 1983 and is headquartered in Mountain View, California.",Mountain View,650 944 6000,CA,United States,[],https://www.intuit.com,1.0,2700 Coast Avenue,Software—Application,0.28012,0.20277001,0.82689005,3350000128.0,0.517,0.24396999,2889999872,582.0,buy,8000000000.0,2693625088,750.0,479.87,0.093,2.099,0.12802,20.0,742.37,25.758,0.27934,850.0,3249999872.0,2507000064.0,10316999680.0,11.477,USD,37.861,1.764,1.8,NMS,Intuit Inc.,Intuit Inc.,America/New_York,EDT,True,-14400000,,EQUITY,INTU,,,finmb_21171,5c70294e-cd25-37e7-bcfc-efc872b77fe6,us_market,,16.899,,60.327,,,13.64,,283167008.0,,,,35.623,1772599.0,0.0063,,1627689600.0,0.83087,2092000000.0,7.581,,,13.470791,0.02809,1690761600.0,,1635638400.0,0.87,1636934400.0,275301992.0,1.054025,174345699328.0,2.0,,1152230400,2:1,,,,0.152,13.17082,1639526400.0,3.04,,35.181084,,0.0064,1805918.0,,,,473.75,475.69,552.6555,0.005171504,0.3211,,483.31,,2357940.0,473.75,513.1202,2.45,475.69,,2357940.0,,,2.72,1641513600,,,467.86,USD,63.299038,3112924.0,,,,135883350016.0,,,1884903.0,467.86,483.0,1300.0,3112924.0,716.86,,0.73,365.15,479.87,False,0.0044,800.0,483.31,479.87,,https://logo.clearbit.com/intuit.com,,,
94086-5304,Healthcare,9793.0,"Intuitive Surgical, Inc. develops, manufactures, and markets products that enable physicians and healthcare providers to enhance the quality of and access to minimally invasive care in the United States and internationally. The company offers the da Vinci Surgical System to enable complex surgery using a minimally invasive approach; and Ion endoluminal system, which extends its commercial offerings beyond surgery into diagnostic procedures enabling minimally invasive biopsies in the lung. It also provides a suite of stapling, energy, and core instrumentation for its surgical systems; progressive learning pathways to support the use of its technology; a complement of services to its customers, including support, installation, repair, and maintenance; and integrated digital capabilities providing unified and connected offerings, streamlining performance for hospitals with program-enhancing insights. The company was incorporated in 1995 and is headquartered in Sunnyvale, California.",Sunnyvale,408 523 2100,CA,United States,[],https://www.intuitive.com,1.0,1020 Kifer Road,Medical Instruments & Supplies,0.37273997,0.29852,0.69324994,2089400064.0,0.167,0.31891,2128400000,289.67,buy,3958500000.0,1597325056,370.0,290.11,0.024,5.083,0.09207,14.0,358.86,0.728,0.15919,425.0,4230899968.0,87000000.0,5710099968.0,11.827,USD,16.035,4.456,2.2,NMS,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ISRG,,,finmb_30239,fae970d5-82c8-3b4b-a1eb-c4a07c93573d,us_market,,17.62,,47.272,,,5.57,,357236992.0,,,,31.945,4335228.0,0.0121,,1640908800.0,0.86961997,1704600064.0,4.638,,,9.081546,0.0101,1703980800.0,,1640908800.0,1.69,1642118400.0,356055479.0,1.169783,100614602752.0,2.0,,1507248000,3:1,,,,0.042,18.149948,1644883200.0,4.15,,52.084377,,0.012200001,3041393.0,,,,282.95,283.31,322.8846,,0.0,,291.2,,2470110.0,282.95,288.8066,,283.31,,2470110.0,,,,,,,278.56,USD,62.550667,3152881.0,,,,103638016000.0,,,2084500.0,278.56,290.4,800.0,3152881.0,369.69,,,231.20667,289.35,False,,800.0,291.2,290.11,,https://logo.clearbit.com/intuitive.com,408 523 1390,,
01540,Technology,6060.0,"IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwide. The company's laser products include high power lasers; fiber pigtailed packaged diodes and fiber coupled direct diode laser systems; high-energy pulsed lasers, multi-wavelength and tunable lasers, and single-polarization and single-frequency lasers; and high power optical fiber delivery cables, fiber couplers, beam switches, chillers, scanners, and other accessories. It also provides erbium-doped fiber and Raman amplifiers, and integrated communications systems, which are deployed in broadband networks; and ytterbium and thulium specialty fiber amplifiers and broadband light sources. In addition, the company offers integrated laser systems; 2D compact flat sheet cutter systems and multi-axis systems; welding seam stepper and picker, a fiber laser welding tool; and specialized fiber laser systems for material processing applications; and optical transceiver and transponder modules for interconnecting electronic equipment, including Ethernet switches, IP routers and SONET/SDH optical transport modules within telecommunications, cable multi-system operator, and data center networking applications. Its lasers and amplifiers are also used in materials processing, communications, and medical and advanced applications. The company markets its products to original equipment manufacturers, system integrators, and end users through direct sales force, as well as through agreements with independent sales representatives and distributors. IPG Photonics Corporation was founded in 1990 and is headquartered in Oxford, Massachusetts.",Oxford,508 373 1100,MA,United States,[],https://www.ipgphotonics.com,1.0,50 Old Webster Road,Semiconductor Equipment & Materials,0.30776,0.1833,0.47262,390473984.0,0.191,0.24112,441027008,160.0,buy,538996000.0,229450000,205.0,119.0,1.121,7.94,0.07273,9.0,199.22,1.486,0.100659996,240.0,1519006976.0,40721000.0,1433022976.0,28.494,USD,26.806,6.144,2.5,NMS,IPG Photonics Corporation,IPG Photonics Corporation,America/New_York,EDT,True,-14400000,,EQUITY,IPGP,,,finmb_427949,3ec3e5b3-97ad-3203-bdae-d1896ba5c5be,us_market,,5.462,,17.749,,,5.85,,53308900.0,,,,51.39,1797326.0,0.0337,,1609372800.0,0.67541003,262668000.0,4.869,,,2.3156257,0.29853,1672444800.0,,1632960000.0,6.5,1636934400.0,36114084.0,1.343376,7827801088.0,2.0,,,,,,,1.118,4.426837,1639526400.0,1.09,,20.34188,,0.0502,1749094.0,,,,116.63,115.43,168.79085,,0.0,,119.74,,804790.0,116.63,139.4558,,115.43,,804790.0,,,,1355875200,,,114.7,USD,24.440336,1112030.0,,,,6343758848.0,,,489919.0,114.7,127.29,800.0,1112030.0,241.43,,,103.05,98.41,False,,800.0,119.74,119.0,,https://logo.clearbit.com/ipgphotonics.com,508 373 1424,,
