TICKER,sector,fullTimeEmployees,longBusinessSummary,city,country,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,grossProfits,currentPrice,earningsGrowth,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,quickRatio,longName,bookValue,averageVolume,volume,fiftyTwoWeekHigh,regularMarketPrice,marketCap
IDXX,Healthcare,10350.0,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide. The company operates through CAG; Water Quality Products; LPD; and Other segments. It provides point-of-care veterinary diagnostic products, including instruments, consumables, and rapid assay test kits; veterinary reference laboratory diagnostic and consulting services; practice management and diagnostic imaging systems and services for veterinarians; and health monitoring, biological materials testing, and laboratory animal diagnostic instruments and services for biomedical research community. The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers and SARS-CoV-2 RT-PCR that are used in the human point-of-care medical diagnostics market; in-clinic chemistry, blood and urine chemistry, hematology, and SediVue Dx analyzers; SNAP rapid assays test kits. In addition, it provides Colilert, Colilert-18, and Colisure tests, which detect the presence of total coliforms and E. coli in water; Enterolert, Pseudalert, Filta-Max and Filta-Max xpress, Legiolert, and Quanti-Tray products; veterinary software and services for independent veterinary clinics and corporate groups. The company markets its products through marketing, customer service, sales, and technical service groups, as well as through independent distributors and other resellers. IDEXX Laboratories, Inc. was incorporated in 1983 and is headquartered in Westbrook, Maine.",Westbrook,United States,Diagnostics & Research,0.3224,0.23165001,0.58763003,755545984.0,0.111,0.28987,1036624000.0,1889432000.0,542.46,-0.061,1.252,0.24622,149.425,1.1261699,144454000.0,1031022976.0,3215360000.0,0.747,"IDEXX Laboratories, Inc.",8.892,505203.0,686520.0,706.95,542.46,45997137920.0
ILMN,Healthcare,7800.0,"Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. It has collaboration agreements with Geneseeq Technology Inc. to develop comprehensive in-vitro diagnostic (IVD) NGS testing kits for cancer; LetsGetChecked to track COVID-19 variants in California; and Merck & Co., Inc. to develop and commercialize tests that identify genetic mutations used in the assessment of homologous recombination deficiency. The company was incorporated in 1998 and is headquartered in San Diego, California.",San Diego,United States,Diagnostics & Research,0.21448,0.21192,0.7021,669000000.0,0.395,0.16495001,918000000.0,2231000000.0,346.11,0.719,2.682,0.03928,23.95,0.11862001,1264999936.0,2536999936.0,4280000000.0,2.045,"Illumina, Inc.",67.471,968429.0,1366509.0,526.0,346.11,54096990208.0
INCY,Healthcare,1773.0,"Incyte Corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of proprietary therapeutics in the United States and internationally. The company offers JAKAFI, a drug for the treatment of myelofibrosis and polycythemia vera cancers; PEMAZYRE, a fibroblast growth factor receptor kinase inhibitor for the treatment of adults; and ICLUSIG, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome positive acute lymphoblastic leukemia. Its clinical stage products include ruxolitinib, a drug that is in Phase III clinical trial for steroid-refractory chronic graft-versus-host-diseases (GVHD); itacitinib, which is in Phase III clinical trial to treat naÃ¯ve chronic GVHD; and pemigatinib that is in Phase II clinical trial for treating bladder cancer, cholangiocarcinoma, 8p11 myeloproliferative syndrome, and Tumor agnostic. In addition, the company engages in developing Parsaclisib, which is in Phase II clinical trial for follicular lymphoma, marginal zone lymphoma, and mantel cell lymphoma. Additionally, the company develops Retifanlimab that is in Phase II clinical trials for MSI-high endometrial cancer, merkel cell carcinoma, and anal cancer, as well as in Phase II clinical trials for patients with non-small cell lung cancer. It has collaboration agreements with Novartis International Pharmaceutical Ltd.; Eli Lilly and Company; Agenus Inc.; Calithera Biosciences, Inc; MacroGenics, Inc.; Merus N.V.; Syros Pharmaceuticals, Inc.; Innovent Biologics, Inc.; Zai Lab Limited; Cellenkos, Inc.; and Nimble Therapeutics, as well as clinical collaborations with MorphoSys AG and Xencor, Inc. to investigate the combination of tafasitamab, plamotamab, and lenalidomide in patients with relapsed or refractory diffuse large B-cell lymphoma, and relapsed or refractory follicular lymphoma. The company was incorporated in 1991 and is headquartered in Wilmington, Delaware.",Wilmington,United States,Biotechnology,0.24486999,0.18351999,0.45874,741457984.0,0.31,0.22474001,713297984.0,276631000.0,75.2,,3.937,0.10902,1.86,0.19301,2284075008.0,58576000.0,2912922880.0,3.771,Incyte Corporation,14.255,1812266.0,2721521.0,88.26,75.2,16611003392.0
INTC,Technology,121100.0,"Intel Corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. The company operates through CCG, DCG, IOTG, Mobileye, NSG, PSG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. The company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. In addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. The company serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was incorporated in 1968 and is headquartered in Santa Clara, California.",Santa Clara,United States,Semiconductors,0.42865002,0.25142,0.55445,29991000064.0,0.028,0.27943,33873999872.0,43815000000.0,47.45,-0.209,2.102,0.08586001,40.508,0.22522,28412999680.0,38641000448.0,79023996928.0,1.38,Intel Corporation,22.151,38626362.0,46237117.0,68.49,47.45,192979156992.0
INTU,Technology,13500.0,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in four segments: Small Business & Self-Employed, Consumer, Credit Karma, and ProConnect. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; QuickBooks Commerce, a solution for product-based businesses; QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; and payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, Apple Pay, and ACH payment services; QuickBooks Cash business bank account; and financial supplies and financing for small businesses. The Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The Credit Karma segment offers consumers with a personal finance platform that provides personalized recommendations of home, auto, and personal loans, as well as credit cards and insurance products. The ProConnect segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. The company was founded in 1983 and is headquartered in Mountain View, California.",Mountain View,United States,Software—Application,0.28012,0.20277001,0.82689005,3350000128.0,0.517,0.24396999,2889999872.0,8000000000.0,479.87,0.093,2.099,0.12802,25.758,0.27934,3249999872.0,2507000064.0,10316999680.0,1.764,Intuit Inc.,35.623,1884903.0,3112924.0,716.86,479.87,135883350016.0
ISRG,Healthcare,9793.0,"Intuitive Surgical, Inc. develops, manufactures, and markets products that enable physicians and healthcare providers to enhance the quality of and access to minimally invasive care in the United States and internationally. The company offers the da Vinci Surgical System to enable complex surgery using a minimally invasive approach; and Ion endoluminal system, which extends its commercial offerings beyond surgery into diagnostic procedures enabling minimally invasive biopsies in the lung. It also provides a suite of stapling, energy, and core instrumentation for its surgical systems; progressive learning pathways to support the use of its technology; a complement of services to its customers, including support, installation, repair, and maintenance; and integrated digital capabilities providing unified and connected offerings, streamlining performance for hospitals with program-enhancing insights. The company was incorporated in 1995 and is headquartered in Sunnyvale, California.",Sunnyvale,United States,Medical Instruments & Supplies,0.37273997,0.29852,0.69324994,2089400064.0,0.167,0.31891,2128400000.0,3958500000.0,290.11,0.024,5.083,0.09207,0.728,0.15919,4230899968.0,87000000.0,5710099968.0,4.456,"Intuitive Surgical, Inc.",31.945,2084500.0,3152881.0,369.69,290.11,103638016000.0
IPGP,Technology,6060.0,"IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwide. The company's laser products include high power lasers; fiber pigtailed packaged diodes and fiber coupled direct diode laser systems; high-energy pulsed lasers, multi-wavelength and tunable lasers, and single-polarization and single-frequency lasers; and high power optical fiber delivery cables, fiber couplers, beam switches, chillers, scanners, and other accessories. It also provides erbium-doped fiber and Raman amplifiers, and integrated communications systems, which are deployed in broadband networks; and ytterbium and thulium specialty fiber amplifiers and broadband light sources. In addition, the company offers integrated laser systems; 2D compact flat sheet cutter systems and multi-axis systems; welding seam stepper and picker, a fiber laser welding tool; and specialized fiber laser systems for material processing applications; and optical transceiver and transponder modules for interconnecting electronic equipment, including Ethernet switches, IP routers and SONET/SDH optical transport modules within telecommunications, cable multi-system operator, and data center networking applications. Its lasers and amplifiers are also used in materials processing, communications, and medical and advanced applications. The company markets its products to original equipment manufacturers, system integrators, and end users through direct sales force, as well as through agreements with independent sales representatives and distributors. IPG Photonics Corporation was founded in 1990 and is headquartered in Oxford, Massachusetts.",Oxford,United States,Semiconductor Equipment & Materials,0.30776,0.1833,0.47262,390473984.0,0.191,0.24112,441027008.0,538996000.0,119.0,1.121,7.94,0.07273,1.486,0.100659996,1519006976.0,40721000.0,1433022976.0,6.144,IPG Photonics Corporation,51.39,489919.0,1112030.0,241.43,119.0,6343758848.0
JKHY,Technology,6714.0,"Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations in the United States. It operates through four segments: Core, Payments, Complementary, and Corporate and Other. The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions under the Jack Henry Banking brand; core data processing solutions for various credit unions under the Symitar brand; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial institutions and corporate entities under the ProfitStars brand. It also provides a suite of integrated applications required to process deposit, loan, and general ledger transactions, as well as to maintain centralized customer/member information; and complementary products and services that enable core bank and credit union clients to respond to evolving customer/member demands. The company's Jack Henry Banking business brand offers SilverLake, a robust primarily designed for commercial-focused banks; CIF 20/20, a parameter-driven, easy-to-use system for banks; and Core Director, a cost-efficient system with point-and-click operation. Its Symitar business brand provides Episys, a robust designed for credit unions. In addition, the company offers digital products and services and electronic payment solutions; purchases and resells hardware systems, including servers, workstations, scanners, and other devices; and provides implementation, training, and support services. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",Monett,United States,Information Technology Services,0.26068002,0.17964001,0.39977002,454200992.0,0.08,0.23111,467785984.0,694826000.0,185.51,0.159,1.142,0.11231,8.828,0.21934,44251000.0,123214000.0,1794481024.0,0.785,"Jack Henry & Associates, Inc.",18.853,614767.0,1277366.0,187.73,185.51,13735345152.0
KLAC,Technology,11300.0,"KLA Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries worldwide. The company offers chip and wafer manufacturing products, including defect inspection and review systems, metrology solutions, in situ process monitoring products, computational lithography software, and data analytics systems for chip manufacturers to manage yield throughout the semiconductor fabrication process. It also provides reticle manufacturing products, such as reticle inspection, metrology, and data analytics systems for mask shops; and packaging manufacturing products comprising wafer inspection and metrology, die sorting and inspection, IC component inspection and metrology, data analytics, wafer processing systems, and IC substrate production processes. In addition, the company offers compound semiconductor, power device, light emitting diode, and microelectromechanical system manufacturing products; data storage media/head manufacturing products; general purpose/lab applications; and previous-generation KLA systems. Further, it provides wafer processing solutions; printed circuit boards, and display and inspection components; and other services. The company was formerly known as KLA-Tencor Corporation and changed its name to KLA Corporation in July 2019. KLA Corporation was incorporated in 1975 and is headquartered in Milpitas, California.",Milpitas,United States,Semiconductor Equipment & Materials,0.41709998,0.36523998,0.60273,2536652032.0,0.354,0.37233,3113244928.0,4146569000.0,365.05,1.587,2.435,0.16973,91.792,0.82329005,2624813056.0,3542321920.0,7463951872.0,1.658,KLA Corporation,25.443,1524520.0,2996354.0,457.12,365.05,55349608448.0
LRCX,Technology,15400.0,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. The company sells its products and services to semiconductors industry in the United States, China, Europe, Japan, Korea, Southeast Asia, Taiwan, and internationally. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California.",Fremont,United States,Semiconductor Equipment & Materials,0.33055001,0.27072,0.46186,3403175936.0,0.355,0.31061,5207305216.0,6805306000.0,544.64,0.479,3.269,0.19974001,85.83,0.7589,4611622912.0,4995332096.0,15753535488.0,2.349,Lam Research Corporation,41.332,1475782.0,2223877.0,731.85,544.64,76684771328.0
LKQ,Consumer Cyclical,44000.0,"LKQ Corporation distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates through three segments: North America, Europe, and Specialty. The company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. It also operates self-service retail operations under the LKQ Pick Your Part name; and designs, manufactures, and markets vehicle equipment and accessories. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, Poland, Slovakia, Austria, Taiwan, and various other European countries. LKQ Corporation was incorporated in 1998 and is headquartered in Chicago, Illinois.",Chicago,United States,Auto Parts,0.13855,0.08055,0.40627,1671256960.0,0.082,0.116009995,1781287040.0,4600412000.0,46.75,0.51,1.834,0.07572,63.571,0.18214001,402703008.0,3777372928.0,12856398848.0,0.684,LKQ Corporation,20.195,1810066.0,4068863.0,60.43,46.75,13627204608.0
MKTX,Financial Services,676.0,"MarketAxess Holdings Inc., together with its subsidiaries, operates an electronic trading platform for institutional investor and broker-dealer firms worldwide. It offers the access to global liquidity in U.S. investment-grade bonds, U.S. high-yield bonds, U.S. Treasuries, municipal bonds, emerging market debt, Eurobonds, and other fixed income securities. The company, through its Open Trading protocols, executes bond trades between and among institutional investor and broker-dealer clients in an all-to-all anonymous trading environment for corporate bonds. It also offers trading-related products and services, including Composite+ pricing and other market data products to assist clients with trading decisions; auto-execution and other execution services for clients requiring specialized workflow solutions; connectivity solutions that facilitate straight-through processing; and technology services to optimize trading environments. In addition, the company offers a range of pre-and post-trade services, such as trade matching, trade publication, regulatory transaction reporting, and market and reference data across a range of fixed-income and other products. MarketAxess Holdings Inc. was incorporated in 2000 and is headquartered in New York, New York.",New York,United States,Capital Markets,0.55658,0.36896,0.6947,,-0.037,0.48249,389021664.0,485561000.0,353.84,-0.283,6.162,0.14729999,8.492,0.25836,506735008.0,88425000.0,698950976.0,5.712,MarketAxess Holdings Inc.,27.752,264025.0,517894.0,546.16,353.84,13455296512.0
MTCH,Communication Services,1880.0,"Match Group, Inc. provides dating products worldwide. The company's portfolio of brands includes Tinder, Match, Meetic, OkCupid, Hinge, Pairs, PlentyOfFish, and OurTime, as well as a various other brands. The company was incorporated in 1986 and is based in Dallas, Texas.",Dallas,United States,Internet Content & Information,0.3172,0.19855,0.72619003,936632000.0,0.253,0.29854,897236992.0,1758963000.0,102.69,-0.1,1.407,0.13956,,,523184992.0,4175123968.0,2828613888.0,1.214,"Match Group, Inc.",-0.247,2785580.0,7116031.0,182.0,102.69,29069998080.0
MCHP,Technology,19500.0,"Microchip Technology Incorporated develops, manufactures, and sells semiconductor products for various embedded control applications in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded microprocessors markets; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides development tools that enable system designers to program microcontroller products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers memory products consisting of serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and Smartbits one time programmable NVM technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",Chandler,United States,Semiconductors,0.42808998,0.14954,0.64496005,2544199936.0,0.3,0.25147,2758500096.0,3378800000.0,77.29,8.023,1.806,0.062090002,136.19,0.17362,315500000.0,7903499776.0,6443800064.0,1.022,Microchip Technology Incorporated,10.278,4957953.0,8215851.0,90.0,77.29,42885980160.0
MU,Technology,43000.0,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It provides memory and storage technologies comprises DRAM products, which are dynamic random access memory semiconductor devices with low latency that provide high-speed data retrieval; NAND products that are non-volatile and re-writeable semiconductor storage devices; and NOR memory products, which are non-volatile re-writable semiconductor memory devices that provide fast read speeds under the Micron and Crucial brands, as well as through private labels. The company offers memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafers; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Boise,United States,Semiconductors,0.50606,0.24861999,0.41531,14439000064.0,0.332,0.29005,14988999680.0,10472000000.0,79.41,1.873,3.101,0.093430005,16.561,0.17163,9580000256.0,7602999808.0,29618999296.0,2.277,"Micron Technology, Inc.",41.026,22680817.0,28601158.0,98.45,79.41,88952700928.0
MSFT,Technology,181000.0,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for organizations and enterprise divisions. Its Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification on Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. It has collaborations with Dynatrace, Inc., Morgan Stanley, Micro Focus, WPP plc, ACI Worldwide, Inc., and iCIMS, Inc., as well as strategic relationships with Avaya Holdings Corp. and wejo Limited. Microsoft Corporation was founded in 1975 and is based in Redmond, Washington.",Redmond,United States,Software—Infrastructure,0.48648998,0.38515,0.68864995,81945001984.0,0.22,0.42143002,85745000448.0,115856000000.0,300.43,0.489,2.165,0.14589,51.938,0.49303,130584002560.0,78934999040.0,176250994688.0,1.961,Microsoft Corporation,20.242,37268898.0,39978077.0,349.67,300.43,2255622242304.0
MRNA,Healthcare,1300.0,"Moderna, Inc., a biotechnology company, develops therapeutics and vaccines based on messenger RNA for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and auto-immune diseases. As of March 9, 2021, the company had 13 programs in clinical trials and a total of 24 development programs in six modalities comprising prophylactic vaccines, cancer vaccines, intratumoral immuno-oncology, localized regenerative therapeutics, systemic secreted and cell surface therapeutics, and systemic intracellular therapeutics. The company has strategic alliances with AstraZeneca PLC, Merck & Co., Inc., Vertex Pharmaceuticals Incorporated, Vertex Pharmaceuticals (Europe) Limited, the Biomedical Advanced Research and Development Authority, the Defense Advanced Research Projects Agency, the National Institute of Allergy and Infectious Diseases, the National Institutes of Health, the Coalition for Epidemic Preparedness Innovations, Metagenomi, Inc., and Bill & Melinda Gates Foundation. Moderna, Inc. also has collaborations with Lonza Ltd.; Catalent Inc., Laboratorios FarmacÃ©uticos Rovi, S.A., Recipharm, and Lonza Group; Aldevron, LLC; Institute for Life Changing Medicines; and AbCellera Biologics Inc. The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018. Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts.",Cambridge,United States,Biotechnology,0.65691,0.5968,0.68091005,11573970944.0,30.65,0.64328,7772106752.0,-574877000.0,178.93,,1.348,0.372,5.758,1.09609,8906000384.0,583000000.0,11831395328.0,1.216,"Moderna, Inc.",24.998,9012441.0,12529400.0,497.49,178.93,72547164160.0
MPWR,Technology,2209.0,"Monolithic Power Systems, Inc. designs, develops, and markets integrated power semiconductor solutions and power delivery architectures for computing and storage, automotive, industrial, communications, and consumer applications markets. It offers direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as portable electronic devices, wireless LAN access points, computers and notebooks, monitors, infotainment applications, and medical equipment. The company also provides lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in notebook computers, monitors, car navigation systems, and televisions, as well as for general illumination products. The company sells its products through third-party distributors, and value-added resellers, as well as directly to original equipment manufacturers, original design manufacturers, electronic manufacturing service providers, and other end customers in China, Taiwan, Europe, South Korea, Southeast Asia, Japan, the United States, and internationally. Monolithic Power Systems, Inc. was incorporated in 1997 and is headquartered in Kirkland, Washington.",Kirkland,United States,Semiconductors,0.23341,0.19218999,0.56184,371452000.0,0.247,0.21007,257768992.0,465954000.0,469.88,0.22,4.676,0.10913,0.497,0.20434,742038016.0,5780000.0,1104337024.0,3.628,"Monolithic Power Systems, Inc.",25.226,470379.0,1154572.0,580.0,469.88,21658179584.0
NDAQ,Financial Services,5764.0,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries worldwide. It operates through four segments: Market Services, Corporate Platforms, Investment Intelligence, and Market Technology. The Market Services segment includes equity derivative trading and clearing, cash equity trading, fixed income and commodities trading and clearing, and trade management service businesses. This segment operates various exchanges and other marketplace facilities across various asset classes, which include derivatives, commodities, cash equity, debt, structured products, and exchange traded products; and provides broker, clearing, settlement, and central depository services. The Corporate Platforms segment includes listing; investor relation; and environmental, social, and governance services businesses that deliver critical capital market and governance solutions to public and private companies. As of December 31, 2020, it had 3,392 companies listed securities on The Nasdaq Stock Market, including 1,476 listings on The Nasdaq Global Select Market; 907 on The Nasdaq Global Market; and 1,009 on The Nasdaq Capital Market. The Investment Intelligence segment provides market data, index, and analytics to institutional and retail investors. The Market Technology segment offers technology solutions for trading, clearing, market surveillance, settlement, depository, and information dissemination to markets. It also provides Nasdaq Trade Surveillance solution, a managed service designed for brokers and other market participants; Nasdaq Risk, a suite of products that offer a real-time and multi-tiered risk solutions; Nasdaq Automated Investigator, an anti-money laundering tool; and anti-financial crime management solutions. The company was formerly known as The NASDAQ OMX Group, Inc. and changed its name to Nasdaq, Inc. in September 2015. Nasdaq, Inc. was founded in 1971 and is headquartered in New York, New York.",New York,United States,Financial Data & Stock Exchanges,0.3109,0.19599001,0.56468,1134000000.0,-0.04,0.2684,1828999936.0,2903000000.0,179.23,0.07,0.982,0.0594,100.189,0.18642999,322000000.0,6367000064.0,5882999808.0,0.156,"Nasdaq, Inc.",37.947,960524.0,949600.0,214.96,179.23,29971197952.0
NTAP,Technology,11000.0,"NetApp, Inc. provides software, systems, and cloud services to manage and share data on-premises, and private and public clouds worldwide. The company offers cloud storage services, including NetApp Cloud Volumes; cloud control solutions, such as NetApp Cloud Manager and NetApp Virtual Desktop Service; cloud services and analytics comprising NetApp Cloud Insights, NetApp Cloud Sync, NetApp Cloud Compliance, NetApp Cloud Tiering, NetApp SaaS Backup, NetApp Cloud Backup, and NetApp Global File Cache; and Cloud Optimization solutions, such as Spot by NetApp, Spot Cloud Analyzer by NetApp, Spot Eco by NetApp, Spot Ocean by NetApp, Spot Wave by NetApp, Spot Elastigroup by NetApp, and NetApp Virtual Desktop Managed Service. It provides data storage solutions comprising NetApp All-Flash FAS series, NetApp Fabric Attached Storage, NetApp FlexPod, NetApp E/EF series, NetApp StorageGRID, NetApp SolidFire, and NetApp HCI; data protection solutions, such as NetApp SnapCenter Backup Management, NetApp SnapMirror Data Replication, NetApp SnapLock Data Compliance, and NetApp Data Availability Services; and data management solutions, including NetApp ONTAP Storage Management System, NetApp ElementOS software, NetApp SANtricity software, NetApp Active IQ Digital Advisor, OnCommand Insight, and OnCommand Workflow Automation. In addition, the company offers application-aware data management service under the NetApp Astra name; and payment solutions and storage-as-a-service under the NetApp Keystone name. Further, it provides assessment, design, consulting, and implementation services. The company serves the energy, financial service, government, technology, internet, life science, healthcare service, manufacturing, media, entertainment, animation, video postproduction, and telecommunication markets through a direct sales force and an ecosystem of partners. NetApp, Inc. was incorporated in 1992 and is headquartered in San Jose, California.",San Jose,United States,Computer Hardware,0.21524,0.15573,0.67250997,1472000000.0,0.106,0.18863001,1302000000.0,3815000000.0,89.69,0.607,1.774,0.08084,383.004,1.66873,4556000256.0,2907000064.0,6048999936.0,1.628,"NetApp, Inc.",3.404,1903790.0,5347027.0,96.82,89.69,19936114688.0
